Job ID,Agency,Posting Type,Total Positions,Civil Service Title,Title Classification,Level,Job Category,Full-Time/Part-Time indicator,Career Level,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Hours/Shift,Residency Requirement,Posting Date,Job Postings Year
603553,HRA/DEPT OF SOCIAL SERVICES,Internal,1,COMPUTER SPECIALIST (SOFTWARE),Competitive-1,M1,"Technology, Data & Innovation ",F,Experienced (non-manager),100743,115854,Annual,Metrotech,Mgmt Information System-NM,40 hours per week,Not required,9/29/23,2023
599681,OFFICE OF THE COMPTROLLER,External,1,ASSISTANT COMPTROLLER,Non-Competitive-5,M2,"Engineering, Architecture, & Planning",F,Executive,195000,215000,Annual,Centre Street,Engineering,TBD,Hybrid,9/17/23,2023
552191,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CERT IT DEVELOPER (APP),Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),81951,111330,Annual,Corona,MUNI SEPARATE STORM SWR SYSTEM,TBD,Not required,4/10/23,2023
572541,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,ADMINISTRATIVE PUBLIC HEALTH N,Competitive-1,M1,Health,F,Experienced (non-manager),58700,93733,Annual,NYC - All Boroughs,Medical Services,TBD,Not required,7/11/23,2023
567015,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ADMINISTRATIVE JOB OPPORTUNITY,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),73029,83983,Annual,Vanderbilt Avenue,Housing-Homles SV/INIT NM,40 hours per week,Not required,3/29/23,2023
542360,BRONX DISTRICT ATTORNEY,Internal,5,ASSISTANT DISTRICT ATTORNEY (S,Exempt-4,M1,Legal Affairs,F,Experienced (non-manager),0,180000,Annual,Bronx,Homicide-Legal Staff,TBD,New York City residency is required.,11/8/23,2023
593633,DEPT. OF HOMELESS SERVICES,External,2,COMMUNITY ASSISTANT,Non-Competitive-5,M1,Administration & Human Resources,F,Experienced (non-manager),35536,46104,Annual,30TH Street,Adult Services,40 hours per week,Hybrid,10/3/23,2023
562485,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ADMINISTRATIVE STAFF ANALYST (,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),94715,94715,Annual,Pearl Street,Office Of Revenue/Admin-Mgr,40 hours per week,Hybrid,2/3/23,2023
539147,DEPARTMENT OF TRANSPORTATION,External,3,CITY PLANNER,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),65208,95993,Annual,Water Street,Grant Administration,40 hours per week,Hybrid,2/8/23,2023
609856,HRA/DEPT OF SOCIAL SERVICES,External,3,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,M1,Social Services,F,Experienced (non-manager),56677,65179,Annual,Bronx,FIA Operations-NM,40 hours per week,Not required,10/5/23,2023
580523,OFF OF PAYROLL ADMINISTRATION,External,1,CLERICAL ASSOCIATE,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),32850,48940,Annual,Manhattan,Citywide User Support,35 Hours Per Week,Hybrid,3/24/23,2023
569777,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ASSOCIATE JOB OPPORTUNITY SPEC,Competitive-1,M1,Social Services,F,Experienced (non-manager),60793,69912,Annual,Bronx,FIA Operations-NM,40 hours per week,Not required,1/24/23,2023
610327,NYC HOUSING AUTHORITY,Internal,1,MAINTENANCE WORKER,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),29.98,31.16,Hourly,Bronx,Bronx Property Management,TBD,Not required,10/17/23,2023
533056,DEPARTMENT OF CORRECTION,Internal,1,DIRECTOR OF CORRECTIONAL STAND,Non-Competitive-5,M0,Communications & Intergovernmental Affairs,F,Manager,72038,140000,Annual,Hazen Street,Commissioner,TBD,Hybrid,8/1/22,2022
539017,HRA/DEPT OF SOCIAL SERVICES,Internal,1,COMPUTER SYSTEMS MANAGER,Competitive-1,M0,"Technology, Data & Innovation",F,Manager,80931,208826,Annual,Metrotech,Mgmt Information System-NM,40 hours per week,Not required,4/13/23,2023
588483,DEPT OF DESIGN & CONSTRUCTION,Internal,1,IT PROJECT SPECIALIST,Pending Classification-2,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),75000,128750,Annual,Queens,PROJ CNTRLS/SCHEDULE MGMT,35 Hours Per Week,Not required,6/1/23,2023
569664,HRA/DEPT OF SOCIAL SERVICES,Internal,3,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),53057,61015,Annual,World Trade Center,Off Of Qual Asse-Fisc Int NM,40 hours per week,Hybrid,1/20/23,2023
595475,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,1,Constituent Services & Community Programs,F,Entry-Level,70087,70087,Annual,28th Street,Early Intervention,TBD,Hybrid,7/31/23,2023
609757,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,COLLEGE AIDE (ALL CITY DEPTS),Non-Competitive-5,0,Constituent Services & Community Programs,P,Student,15.5,19.9,Hourly,28th Street,CHECW - HEALTH INSURANCE,TBD,Hybrid,10/6/23,2023
538084,FIRE DEPARTMENT,External,1,WORKER'S COMPENSATION BENEFITS,Competitive-1,M1,Health,F,Experienced (non-manager),41389,47597,Annual,Brooklyn,Medical,TBD,Hybrid,2/1/23,2023
598947,DEPT OF PARKS & RECREATION,External,2,GARDENER,Competitive-1,1,Building Operations & Maintenance,F,Entry-Level,47437,54552,Annual,Bronx,BX BORO COMMISSIONER,TBD,New York City residency is required.,11/16/23,2023
597651,DEPT OF DESIGN & CONSTRUCTION,External,1,PROJECT MANAGER,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),62370,71726,Annual,Queens,PUB BLDGS/A+E/SPECS+BID PACK.,35 Hours Per Week,Hybrid,9/26/23,2023
605356,TAXI & LIMOUSINE COMMISSION,External,1,CONFIDENTIAL STRATEGY PLANNER,Pending Classification-2,M1,Constituent Services & Community Programs,F,Experienced (non-manager),80568,95000,Annual,Beaver Street,Executive Staff,TBD,Hybrid,9/15/23,2023
602956,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,SOCIAL WORKER,Competitive-1,M1,Health,F,Experienced (non-manager),55816,79357,Annual,28th Street,MHY Surveil Monitor & Eval,TBD,Hybrid,9/5/23,2023
611686,DEPT OF HEALTH/MENTAL HYGIENE,External,1,HEALTH SERVICES MANAGER NON MA,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),84451,113550,Annual,28th Street,Chief Operating Officer,TBD,Hybrid,11/21/23,2023
611243,DEPT OF HEALTH/MENTAL HYGIENE,Internal,3,COMMUNITY COORDINATOR,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),59116,67983,Annual,28th Street,"Alcohol, Drug Prev & Treatment",TBD,Hybrid,10/16/23,2023
550638,DEPARTMENT OF TRANSPORTATION,Internal,3,PROJECT MANAGER INTERN#,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),51535,59265,Annual,Water Street,Permit Management,35 Hours Per Week,Hybrid,1/23/23,2023
545409,FIRE DEPARTMENT,External,1,AGENCY ATTORNEY,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),79620,117541,Annual,Brooklyn,Legal-Office of the Counsel,TBD,Hybrid,6/27/23,2023
544512,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE ENGINEER,Competitive-1,M0,Building Operations & Maintenance,F,Manager,64922,173486,Annual,Brooklyn,SHAFT MAINTENANCE,TBD,Not required,8/9/22,2022
609751,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,COMMUNITY ASSOCIATE,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),41887,55000,Annual,28th Street,CHECW - HEALTH INSURANCE,TBD,Hybrid,10/6/23,2023
601864,MAYORS OFFICE OF CONTRACT SVCS,Internal,1,COLLEGE AIDE (ALL CITY DEPTS),Non-Competitive-5,0,"Technology, Data & Innovation",F,Student,15.5,18,Hourly,Greenwich Street,Technology,TBD,Hybrid,9/11/23,2023
600585,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CITY MEDICAL SPECIALIST (PART-,Non-Competitive-5,M1,Constituent Services & Community Programs,P,Experienced (non-manager),78.04,83.61,Hourly,28th Street,Immun. Clinical/Emerg. Prep.,TBD,Not required,9/22/23,2023
604238,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CLERICAL ASSOCIATE,Competitive-1,M1,Health,F,Experienced (non-manager),43728,68000,Annual,28th Street,Fed-St-Other Cat Claims & Revs,TBD,Hybrid,9/14/23,2023
610150,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,PUBLIC HEALTH ADVISER,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),51528,57000,Annual,47TH Street,TB DICM,TBD,Hybrid,10/6/23,2023
614959,DEPT OF ENVIRONMENT PROTECTION,External,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,M1,Building Operations & Maintenance,F,Experienced (non-manager),82506,103548,Annual,Bronx,Croton Filtration Plant,TBD,Hybrid,11/27/23,2023
546738,HRA/DEPT OF SOCIAL SERVICES,Internal,1,COMPUTER SPECIALIST (SOFTWARE),Competitive-1,M1,"Technology, Data & Innovation ",F,Experienced (non-manager),85371,98177,Annual,Metrotech,Mgmt Information System-NM,35 Hours Per Week,Not required,4/18/23,2023
527756,NYC HOUSING AUTHORITY,External,1,ADMINISTRATIVE HOUSING SUPERIN,Competitive-1,M0,Administration & Human Resources,F,Manager,58700,161534,Annual,Manhattan,Manhattan Property Management,TBD,Not required,6/3/22,2022
608967,OFFICE OF MANAGEMENT & BUDGET,External,1,BUDGET ANALYST (OMB)-MANAGERIA,Pending Classification-2,M0,"Finance, Accounting, & Procurement",F,Manager,103307,123701,Annual,Greenwich Street,Revenue/Economic Anal  (MGRL),TBD,Hybrid,9/29/23,2023
583442,DEPT OF HEALTH/MENTAL HYGIENE,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,M1,Health,F,Experienced (non-manager),47418,54531,Annual,Court Street,Early Intervention,TBD,Hybrid,9/22/23,2023
605831,HRA/DEPT OF SOCIAL SERVICES,Internal,1,COMMUNITY ASSOCIATE,Non-Competitive-5,M1,Social Services,F,Experienced (non-manager),41887,69709,Annual,Livingston Street,Adult Protective Services-NM,40 hours per week,Hybrid,10/18/23,2023
602855,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),82506,103548,Annual,Harding Expressway,ENG. QUAL. AND STANDARDS (LAB),TBD,Hybrid,10/6/23,2023
605962,DEPT OF YOUTH & COMM DEV SRVS,Internal,1,COMMUNITY COORDINATOR,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),59116,90000,Annual,Broadway,MAYOR'S OFFICE,35 Hours Per Week,Hybrid,9/28/23,2023
583252,DEPARTMENT OF TRANSPORTATION,External,1,ADMINISTRATIVE ACCOUNTANT (NON,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),58700,173486,Annual,Water Street,Bureau of Bridges Exec Hdqtr,35 Hours Per Week,Hybrid,4/19/23,2023
585341,DEPT OF ENVIRONMENT PROTECTION,Internal,1,COLLEGE AIDE (ALL CITY DEPTS),Non-Competitive-5,0,"Engineering, Architecture, & Planning",P,Student,15.5,19.9,Hourly,Harding Expressway,NYPA COORDINATION,TBD,Not required,6/15/23,2023
584074,HRA/DEPT OF SOCIAL SERVICES,Internal,1,CASEWORKER,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),44009,50610,Annual,World Trade Center,Domestic Violence-NM,40 hours per week,Not required,5/25/23,2023
609289,DEPT OF CITYWIDE ADMIN SVCS,Internal,8,AGENCY CHIEF DECARBONIZATION,Non-Competitive-5,M0,Administration & Human Resources,F,Manager,160000,170000,Annual,Centre Street,Office of Energy Conservatio,TBD,Hybrid,11/24/23,2023
601966,DEPT OF HEALTH/MENTAL HYGIENE,External,1,PUBLIC HEALTH NURSE,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),86368,86368,Annual,47TH Street,SH Nursing Services & Prof Dev,TBD,Not required,8/31/23,2023
582662,ADMIN FOR CHILDREN'S SVCS,Internal,1,CHILD PROTECTIVE SPECIALIST SU,Competitive-1,M1,Social Services,F,Experienced (non-manager),67392,91752,Annual,William Street,Office Of Youth Develpment-Fps,TBD,Not required,9/1/23,2023
539196,DEPARTMENT OF TRANSPORTATION,External,1,ADMINISTRATIVE CONSTRUCTION PR,Competitive-1,M0,"Engineering, Architecture, & Planning",F,Manager,80931,208826,Annual,Water Street,Bridge Repair/PM Headquarters,35 Hours Per Week,Not required,7/18/22,2022
617009,HOUSING PRESERVATION & DVLPMNT,External,1,COMMUNITY COORDINATOR,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),75000,75000,Annual,Gold Street,"Policy, Budget & Special Prg",TBD,Hybrid,11/24/23,2023
574953,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,IT PROJECT SPECIALIST,Non-Competitive-5,M1,"Health Technology, Data & Innovation",F,Experienced (non-manager),75000,115000,Annual,28th Street,IT Strategy Project Management,TBD,Not required,10/11/23,2023
582062,DEPT OF DESIGN & CONSTRUCTION,Internal,1,ADMIN COMMUNITY RELATIONS SPEC,Competitive-1,M1,Communications & Intergovernmental Affairs,F,Experienced (non-manager),64749,114944,Annual,Queens,OCP/INTERGOV.AFFAIRS,35 Hours Per Week,Hybrid,11/20/23,2023
565609,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ASSISTANT ENVIRONMENTAL ENGINE,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),57078,85646,Annual,Harding Expressway,ENVIRON HEALTH/SAFETY - BEDC,TBD,Not required,1/17/23,2023
595623,DEPT OF HEALTH/MENTAL HYGIENE,External,1,COMPUTER ASSOC (SOFTWARE),Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),72774,76587,Annual,47TH Street,SH MIS,TBD,Not required,9/26/23,2023
582843,DEPARTMENT OF TRANSPORTATION,External,1,STRATEGIC INITIATIVE SPECIALIS,Non-Competitive-5,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),74710,100812,Annual,Water Street,Traffic Eng & Planning,35 Hours Per Week,Hybrid,6/6/23,2023
564049,DEPT OF DESIGN & CONSTRUCTION,Internal,1,PROJECT MANAGER INTERN#,Competitive-1,1,"Engineering, Architecture, & Planning",F,Entry-Level,51535,59265,Annual,Queens,PUB BLDGS/A+E/SPECS+BID PACK.,35 Hours Per Week,Hybrid,11/14/23,2023
580006,DEPT OF ENVIRONMENT PROTECTION,External,1,PROCUREMENT ANALYST,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),60010,100875,Annual,Corona,OFFICE OF PURCHASING MGMT,35 Hours Per Week,Hybrid,5/4/23,2023
598288,DEPARTMENT OF TRANSPORTATION,External,1,ASSISTANT CIVIL ENGINEER,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),62370,93587,Annual,Water Street,Engineering Review & Support,35 Hours Per Week,Not required,8/18/23,2023
585490,DEPT OF DESIGN & CONSTRUCTION,Internal,1,PROJECT MANAGER INTERN#,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),51535,59265,Annual,Queens,PUB BLDGS/CPD/CULTRAL INSTITNS,35 Hours Per Week,Hybrid,7/17/23,2023
596174,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,REGIONAL DIRECTOR MENTAL HEALT,Non-Competitive-5,M1,Health Social Services,F,Experienced (non-manager),58700,115000,Annual,Broadway,Executive Deputy Com,TBD,Hybrid,8/28/23,2023
610424,DEPT OF DESIGN & CONSTRUCTION,Internal,1,ADMINISTRATIVE ACCOUNTANT (NON,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),58700,115000,Annual,Queens,F&P/Cb&Payments/Cap.Budg.Admin,35 Hours Per Week,Hybrid,11/20/23,2023
602968,DEPT OF DESIGN & CONSTRUCTION,Internal,1,SENIOR IT ARCHITECT,Pending Classification-2,M1,"Technology, Data & Innovation",F,Experienced (non-manager),100000,130203,Annual,Queens,T+I/APPLICATIONS DEVELOPMENT,35 Hours Per Week,Not required,10/10/23,2023
601920,DEPT OF DESIGN & CONSTRUCTION,External,3,ASSISTANT CIVIL ENGINEER,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),62370,71726,Annual,Queens,INFRASTRUCTURE/DESIGN/EXEC,35 Hours Per Week,Not required,9/11/23,2023
593642,DEPT. OF HOMELESS SERVICES,Internal,1,MOTOR VEHICLE SUPERVISOR,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),55088,63351,Annual,Brooklyn,Administrative Services,40 hours per week,Hybrid,9/18/23,2023
567155,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),75504,94761,Annual,Corona,ENVIRONMENTAL PLANNING,TBD,Hybrid,5/8/23,2023
593468,DEPT OF ENVIRONMENT PROTECTION,External,1,ASSOCIATE PROJECT MANAGER,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),98470,133496,Annual,Staten Islands,UPSTATE CAPITAL CONSTR. - IFA,TBD,Not required,8/13/23,2023
609132,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,CLERICAL ASSOCIATE,Competitive-1,1,Health,F,Entry-Level,43728,50287,Annual,Worth Street.,Vital Statistics/Vital Recor,TBD,Hybrid,10/3/23,2023
540462,DEPARTMENT OF CORRECTION,External,10,CITY MEDICAL SPECIALIST (PART-,Non-Competitive-5,M1,Health,P,Experienced (non-manager),78.04,83.61,Hourly,Corona,HMD-Civilian Staff,TBD,Not required,4/20/23,2023
538833,DEPARTMENT OF TRANSPORTATION,External,1,SPACE ANALYST,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),57078,85646,Annual,Water Street,Facilities Maintenance,35 Hours Per Week,Hybrid,7/6/22,2022
606838,DEPARTMENT OF TRANSPORTATION,Internal,1,TRANSPORTATION SPECIALIST,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),81571,119554,Annual,Water Street,Regional & Strategic Planning,35 Hours Per Week,Hybrid,10/11/23,2023
596834,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,STRATEGIC INITIATIVE SPECIALIS,Exempt-4,M1,Constituent Services & Community Programs,F,Experienced (non-manager),40000,105750,Annual,Worth Street.,Administration,TBD,Hybrid,8/17/23,2023
615982,DEPARTMENT OF CORRECTION,Internal,3,INVESTIGATOR (DISCIPLINE) (DOC,Non-Competitive-5,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),75666,75666,Annual,Astoria,Investigation Division,TBD,Not required,11/13/23,2023
599757,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ASSISTANT MECHANICAL ENGINEER,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),71726,71726,Annual,Harding Expressway,CONNECTIONS,TBD,Not required,8/24/23,2023
571411,HRA/DEPT OF SOCIAL SERVICES,External,16,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,M1,Social Services,F,Experienced (non-manager),53057,61015,Annual,World Trade Center,Office Of Legal Affairs-NM,40 hours per week,Hybrid,5/1/23,2023
558327,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE PROJECT MANAGER,Competitive-1,M0,"Engineering, Architecture, & Planning",F,Manager,64922,173486,Annual,Harding Expressway,PLANNING & ANALYSIS,35 Hours Per Week,Not required,11/15/22,2022
521310,DEPARTMENT OF CORRECTION,External,9,COOK,Non-Competitive-5,1,Health,F,Entry-Level,36627,41388,Annual,Rikers Island,Nutritional Services,TBD,Hybrid,6/30/22,2022
587239,DEPT. OF HOMELESS SERVICES,Internal,3,CASEWORKER,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),44009,50610,Annual,Brooklyn,Adult Services,40 hours per week,Not required,6/16/23,2023
605902,DEPARTMENT OF TRANSPORTATION,Internal,1,ADMINISTRATIVE PROJECT MANAGER,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),58682,162537,Annual,Queens,Tf. Eng./Elect Shop,35 Hours Per Week,Not required,10/20/23,2023
562517,DEPARTMENT OF TRANSPORTATION,External,2,AGENCY ATTORNEY,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),79620,117541,Annual,Water Street,Department Advocate,35 Hours Per Week,Not required,3/20/23,2023
593758,HRA/DEPT OF SOCIAL SERVICES,Internal,1,COMPUTER ASSOC (SOFTWARE),Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),78357,109059,Annual,World Trade Center,Off Of Qual Asse-Fisc Int NM,40 hours per week,Not required,9/12/23,2023
614308,DEPARTMENT OF FINANCE,Internal,1,ACCOUNTANT,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),62470,83000,Annual,Maiden Lane,Budget Unit,TBD,Hybrid,11/6/23,2023
598906,DEPT. OF HOMELESS SERVICES,Internal,1,ADMINISTRATIVE STAFF ANALYST (,Competitive-1,M1,"Technology, Data & Innovation ",F,Experienced (non-manager),94715,94715,Annual,Beaver Street,Housing Emergency Ref Op,40 hours per week,Hybrid,9/1/23,2023
609583,DISTRICT ATTORNEY RICHMOND COU,External,1,ASSISTANT DISTRICT ATTORNEY (S,Exempt-4,M1,Legal Affairs,F,Experienced (non-manager),90000,100000,Annual,Staten Islands,Domestic Violence,TBD,Hybrid,10/4/23,2023
611623,BRONX DISTRICT ATTORNEY,Internal,15,COMMUNITY ASSOCIATE,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),51500,51500,Annual,Bronx,Support Staff,TBD,Not required,10/18/23,2023
611881,OFF OF PAYROLL ADMINISTRATION,Internal,1,ASSOCIATE STAFF ANALYST,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),70611,91000,Annual,Manhattan,Pay & Deductions Analysis,TBD,Hybrid,10/18/23,2023
598855,BRONX DISTRICT ATTORNEY,External,2,COMMUNITY ASSOCIATE,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),50000,50000,Annual,Bronx,Support Staff,TBD,Not required,8/15/23,2023
616425,DEPT OF CITYWIDE ADMIN SVCS,External,4,ENERGY CONSERVATION SPECIALIST,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),74041,85147,Annual,Centre Street,Office of Energy Conservatio,TBD,Hybrid,11/24/23,2023
607197,OFFICE OF EMERGENCY MANAGEMENT,Internal,1,EMERGENCY PREPAREDNESS SPECIAL,Pending Classification-2,M1,"Policy, Research & Analysis",F,Experienced (non-manager),65000,74000,Annual,Cadman Plaza,Readiness Bureau,40 hours per week,Hybrid,11/9/23,2023
580545,FIRE DEPARTMENT,External,1,EXECUTIVE AGENCY COUNSEL,Non-Competitive-5,M0,Legal Affairs,F,Manager,80931,208826,Annual,Brooklyn,Legal - CDLS,TBD,Not required,6/29/23,2023
606478,CAMPAIGN FINANCE BOARD,External,4,ANALYST CFB AL 2&3 ONLY,Pending Classification-2,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),60000,60000,Annual,Church Street,Managerial,TBD,Hybrid,9/20/23,2023
571355,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE PROJECT MANAGER,Competitive-1,M0,Communications & Intergovernmental Affairs,F,Manager,72038,192152,Annual,Harding Expressway,BEDC EXEC / ADMINISTRATION,TBD,Not required,1/30/23,2023
609284,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CYBER SECURITY ANALYST,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),78795,113300,Annual,28th Street,App. Dev. & DB Administration,TBD,Hybrid,10/3/23,2023
584190,TAXI & LIMOUSINE COMMISSION,External,2,COMMUNITY COORDINATOR,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),54100,83981,Annual,Beaver Street,Office of Data & Technology,TBD,Hybrid,4/21/23,2023
584331,DEPT. OF HOMELESS SERVICES,External,1,ADMINISTRATIVE DIRECTOR OF SOC,Competitive-1,M2,Administration & Human Resources,F,Executive,175000,187991,Annual,Beaver Street,Family Services,40 hours per week,Not required,5/3/23,2023
615025,DEPT OF HEALTH/MENTAL HYGIENE,Internal,2,PUBLIC HEALTH ADVISER,Competitive-1,M1,Health,F,Experienced (non-manager),51528,59257,Annual,NYC - All Boroughs,Clinical Operations,TBD,Hybrid,11/6/23,2023
598709,DEPT OF DESIGN & CONSTRUCTION,External,1,COMMUNITY COORDINATOR,Non-Competitive-5,M1,Communications & Intergovernmental Affairs,F,Experienced (non-manager),59116,79568,Annual,Queens,ODIR/MWBE,35 Hours Per Week,Hybrid,8/25/23,2023
607232,DEPARTMENT OF TRANSPORTATION,External,1,SHEET METAL WORKER,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),405.44,405.44,Daily,Garrison Avenue,Facilities Maintenance,TBD,Hybrid,11/3/23,2023
614743,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,DIRECTOR OF PUBLIC RELATIONS (,Non-Competitive-5,M0,Communications & Intergovernmental Affairs,F,Manager,72038,160000,Annual,28th Street,Public Information,TBD,Hybrid,11/20/23,2023
602540,DEPT OF DESIGN & CONSTRUCTION,External,1,ASSOCIATE PROJECT MANAGER,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),81571,93807,Annual,Queens,Infra-Executive,35 Hours Per Week,Not required,9/8/23,2023
606416,DEPARTMENT FOR THE AGING,Internal,1,ASSOCIATE STAFF ANALYST,Competitive-1,M1,Social Services,P,Experienced (non-manager),45,45,Hourly,Lafayette Street,Social Svc & Direct Svc,TBD,Hybrid,9/29/23,2023
608324,OFFICE OF RACIAL EQUITY,Internal,1,RESEARCH PROJECTS COOR(MA)-MGR,Pending Classification-2,M0,Constituent Services & Community Programs,F,Manager,58700,110000,Annual,Broadway,Program Staff,TBD,New York City residency is required.,11/27/23,2023
589254,DEPT OF DESIGN & CONSTRUCTION,Internal,2,COMMUNITY COORDINATOR,Non-Competitive-5,M1,Communications & Intergovernmental Affairs,F,Experienced (non-manager),59116,90000,Annual,Queens,OCP/EXECUTIVE,35 Hours Per Week,Hybrid,6/13/23,2023
609290,HRA/DEPT OF SOCIAL SERVICES,External,1,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,M1,Social Services,F,Experienced (non-manager),56677,65179,Annual,Bronx,FIA Operations-NM,40 hours per week,Not required,10/3/23,2023
602101,DEPT OF YOUTH & COMM DEV SRVS,External,1,COLLEGE AIDE (ALL CITY DEPTS),Non-Competitive-5,0,Constituent Services & Community Programs,P,Student,15.5,19.9,Hourly,Lafayette Street,Discretionary Awards,35 Hours Per Week,Hybrid,9/28/23,2023
554298,DEPARTMENT OF TRANSPORTATION,Internal,2,CIVIL ENGINEERING INTERN,Competitive-1,1,"Engineering, Architecture, & Planning",F,Entry-Level,51413,62260,Annual,Water Street,Sidewalk/inspection Management,35 Hours Per Week,Not required,12/28/22,2022
587576,DEPT. OF HOMELESS SERVICES,Internal,2,ADMINISTRATIVE DIRECTOR OF SOC,Competitive-1,M0,Administration & Human Resources,F,Manager,111127,125000,Annual,Beaver Street,DHS Executive Office,40 hours per week,Not required,5/24/23,2023
